icao24,callsign,origin_country,longitude,latitude,baro_altitude,velocity,heading,vertical_rate,geo_altitude,speed_diff,alt_diff,movement
008de4,SFR691  ,South Africa,18.5996,-33.9708,0.0,5.4,351.56,0.0,0.0,0.0,0.0,0
008dea,SFR179  ,South Africa,18.6023,-33.9669,0.0,49.39,165.94,0.0,0.0,43.99,0.0,1
008df9,SFR839  ,South Africa,28.2123,-26.2797,2270.76,110.38,31.47,-3.25,2727.96,60.989999999999995,2727.96,1
008e2f,FJW36J  ,South Africa,28.2492,-26.1015,1813.56,90.29,17.92,10.73,1927.86,-20.08999999999999,-800.1000000000001,1
009434,ZSSNN   ,South Africa,18.6488,-33.96,426.72,52.91,283.5,-0.98,472.44,-37.38000000000001,-1455.4199999999998,1
0096c6,SFR205  ,South Africa,20.9231,-32.5754,11879.58,262.52,47.46,-0.98,12428.22,209.60999999999999,11955.779999999999,1
009ad8,SAA366  ,South Africa,20.0235,-33.1046,7955.28,254.97,50.24,5.2,8359.14,-7.549999999999983,-4069.08,1
009e21,LNK607W ,South Africa,18.7652,-33.8786,1638.3,116.46,285.63,-5.85,1729.74,-138.51,-6629.4,1
00aff0,SFR508  ,South Africa,29.3856,-27.8407,10668.0,238.17,145.38,0.0,11346.18,121.71,9616.44,1
00b02e,SAA226  ,South Africa,-44.5319,-23.1861,10652.76,226.36,269.61,-9.43,11330.94,-11.809999999999974,-15.239999999999782,1
00b08c,SFR323  ,South Africa,27.8122,-26.034,2026.92,93.2,47.24,-5.2,2171.7,-133.16000000000003,-9159.240000000002,1
00b095,SFR507  ,South Africa,29.6535,-27.7209,10972.8,210.05,325.38,0.0,11696.7,116.85000000000001,9525.0,1
00b097,SFR325  ,South Africa,27.4606,-27.2293,8900.16,237.57,9.85,-15.28,9509.76,27.519999999999982,-2186.9400000000005,1
00b098,SFR103  ,South Africa,27.27,-26.6422,8679.18,232.34,222.31,7.15,9273.54,-5.22999999999999,-236.21999999999935,1
00b22c,SAA024  ,South Africa,28.2588,-25.4928,5775.96,200.97,11.37,4.55,6164.58,-31.370000000000005,-3108.960000000001,1
00b22f,SAA066  ,South Africa,28.2872,-23.1839,10965.18,229.97,0.64,3.58,11727.18,29.0,5562.6,1
00c45d,SFR304  ,South Africa,20.3708,-32.1452,11277.6,259.78,46.12,0.0,11269.98,29.809999999999974,-457.2000000000007,1
00c77d,SFR465  ,South Africa,19.4039,-34.2029,7307.58,227.87,97.65,11.7,7658.1,-31.909999999999968,-3611.879999999999,1
0100a7,MSR543  ,Egypt,29.6949,39.2981,11277.6,253.56,158.95,0.33,11330.94,25.689999999999998,3672.84,1
01013c,MSR959  ,Egypt,93.7456,22.5396,9753.6,234.69,260.54,0.0,10279.38,-18.870000000000005,-1051.5600000000013,1
010154,MSR986  ,Egypt,-73.7932,40.6391,0.0,2.31,188.44,0.0,0.0,-232.38,-10279.38,0
01015e,MSR727  ,Egypt,23.375,44.703,12192.0,231.34,345.31,0.0,12207.24,229.03,12207.24,1
010161,MSR730  ,Egypt,30.8591,31.7791,9723.12,247.71,138.03,-11.7,10942.32,16.370000000000005,-1264.92,1
0101bb,MSR028  ,Egypt,32.3921,29.7463,6225.54,232.01,119.63,7.8,6416.04,-15.700000000000017,-4526.28,1
0101cc,SME219  ,Egypt,33.548,30.3169,12496.8,252.48,161.71,-0.33,12694.92,20.47,6278.88,1
0101db,MSR996  ,Egypt,-67.6048,45.7263,10660.38,289.89,77.91,-0.33,10439.4,37.41,-2255.5200000000004,1
0101df,MSR982  ,Egypt,-66.0795,42.4387,10058.4,273.32,70.88,-0.33,10027.92,-16.569999999999993,-411.47999999999956,1
01023a,MSC2921 ,Egypt,10.2748,47.1136,10165.08,233.56,117.69,5.85,10195.56,-39.75999999999999,167.63999999999942,1
01023c,MSC804  ,Egypt,15.7829,41.4269,11277.6,244.7,129.88,0.0,11384.28,11.139999999999986,1188.7200000000012,1
010243,MSR754  ,Egypt,29.4167,33.1156,10675.62,252.25,137.07,0.0,10858.5,7.550000000000011,-525.7800000000007,1
010250,LMU671  ,Egypt,55.2315,55.9489,8115.3,198.96,6.83,-8.78,7734.3,-53.28999999999999,-3124.2,1
01025a,NMA610  ,Egypt,27.0323,53.6217,11269.98,1.03,180.0,-0.33,10309.86,-197.93,2575.5600000000004,0
010263,MSC2975 ,Egypt,12.1357,51.409,998.22,77.97,265.08,11.7,1135.38,76.94,-9174.48,1
01026c,SVI1102 ,Egypt,9.8187,48.7214,10355.58,232.38,309.61,0.0,10355.58,154.41,9220.2,1
010273,MSC441  ,Egypt,32.545,28.8601,9357.36,259.92,148.76,20.16,9250.68,27.54000000000002,-1104.8999999999996,1
010274,NMA640  ,Egypt,29.2286,41.6365,10363.2,209.08,325.02,0.0,10370.82,-50.84,1120.1399999999994,1
010276,RSX3121 ,Egypt,30.8084,36.521,10972.8,215.13,358.36,0.0,11049.0,6.049999999999983,678.1800000000003,1
010280,NMA690  ,Egypt,29.0812,42.2292,10363.2,253.39,355.46,0.33,10363.2,38.25999999999999,-685.7999999999993,1
01de72,BNI9U   ,Libyan Arab Jamahiriya,20.5488,51.3467,2438.4,47.35,268.13,0.0,2575.56,-206.04,-7787.640000000001,1
02005a,RAM939  ,Morocco,-0.5789,39.4294,11277.6,219.57,232.81,0.0,11330.94,172.22,8755.380000000001,1
02005b,RAM622  ,Morocco,0.3441,46.4806,10972.8,222.26,27.28,0.0,11003.28,2.6899999999999977,-327.65999999999985,1
020066,RAM851W ,Morocco,-5.5936,37.9924,11887.2,228.31,214.44,0.0,11902.44,6.050000000000011,899.1599999999999,1
02006e,RAM953Q ,Morocco,-5.8299,35.46,11277.6,227.57,205.58,0.0,11247.12,-0.7400000000000091,-655.3199999999997,1
02006f,RAM789H ,Morocco,-7.0869,39.9207,11277.6,238.49,192.84,0.0,11315.7,10.920000000000016,68.57999999999993,1
020072,RAM941J ,Morocco,-2.3682,36.8919,11894.82,223.31,245.5,0.0,11917.68,-15.180000000000007,601.9799999999996,1
02007a,RAM222  ,Morocco,12.374,47.1841,10972.8,236.77,36.07,0.0,10942.32,13.460000000000008,-975.3600000000006,1
02007d,RAM819I ,Morocco,-4.4688,47.5096,11277.6,225.48,194.67,0.0,11323.32,-11.29000000000002,381.0,1
02008b,RAM573  ,Morocco,4.3209,39.4542,11277.6,215.87,262.47,0.0,11361.42,-9.609999999999985,38.100000000000364,1
020092,RAM803  ,Morocco,-7.8506,36.2296,10668.0,231.12,185.75,0.0,10645.14,15.25,-716.2800000000007,1
020095,RAM771T ,Morocco,-1.6591,42.9946,11879.58,227.54,187.01,0.0,11917.68,-3.5800000000000125,1272.5400000000009,1
02009f,RAM321  ,Morocco,-1.098,37.3748,10668.0,226.78,240.06,-0.33,10706.1,-0.7599999999999909,-1211.58,1
0200ae,RAM971H ,Morocco,-3.6939,39.9837,7833.36,206.75,185.57,9.1,7924.8,-20.03,-2781.3,1
0200af,RAM985A ,Morocco,-5.3586,35.5479,9448.8,212.47,179.58,-0.33,9471.66,5.719999999999999,1546.8599999999997,1
0200ed,RAM776Z ,Morocco,-4.8006,39.041,11590.02,232.57,23.05,0.33,11620.5,20.099999999999994,2148.84,1
0200fb,RAM983  ,Morocco,-8.4603,37.4517,11148.06,233.15,162.4,3.9,11163.3,0.5800000000000125,-457.2000000000007,1
020105,RAM811D ,Morocco,-2.9265,39.3766,11277.6,225.34,211.37,-0.33,11323.32,-7.810000000000002,160.02000000000044,1
02010d,MAC343  ,Morocco,1.1469,40.6345,11582.4,229.66,46.91,0.0,11635.74,4.319999999999993,312.4200000000001,1
020113,RAM969C ,Morocco,-0.8791,39.2522,6400.8,198.55,237.92,5.2,6537.96,-31.109999999999985,-5097.78,1
020118,MAC511  ,Morocco,3.4846,50.3937,11803.38,226.91,205.23,5.53,11826.24,28.359999999999985,5288.28,1
020121,RAM2910 ,Morocco,8.2671,40.0524,12489.18,238.64,285.5,-0.33,12580.62,11.72999999999999,754.380000000001,1
02013c,RAM249  ,Morocco,-6.335,33.7905,6911.34,240.17,252.81,-12.35,7025.64,1.5300000000000011,-5554.9800000000005,1
020140,MAC112L ,Morocco,4.4924,50.899,0.0,5.66,64.69,0.0,0.0,-234.51,-7025.64,0
020145,MAC468  ,Morocco,7.1434,43.8557,11879.58,221.23,237.83,0.0,11925.3,215.57,11925.3,1
020163,AOM065M ,Morocco,-8.0192,44.719,11582.4,206.84,19.92,-0.33,11643.36,-14.389999999999986,-281.9399999999987,1
020175,MAC828W ,Morocco,1.095,46.625,11887.2,231.6,211.47,0.0,11932.92,24.75999999999999,289.5599999999995,1
02019d,MAC148  ,Morocco,4.4988,50.91,0.0,0.0,33.75,0.0,0.0,-231.6,-11932.92,0
0201a1,RAM833B ,Morocco,-2.8168,40.5222,11277.6,230.03,191.61,0.0,11330.94,230.03,11330.94,1
0201a2,RAM801F ,Morocco,-5.5809,44.5378,11277.6,242.25,195.39,0.0,11330.94,12.219999999999999,0.0,1
0201a4,RAM215  ,Morocco,-17.0411,15.3033,11582.4,218.54,217.06,0.0,12237.72,-23.710000000000008,906.7799999999988,1
0201af,CNSNP   ,Morocco,-2.4652,36.6242,11574.78,236.53,38.47,0.0,11612.88,17.99000000000001,-624.8400000000001,1
0201c0,RAM503  ,Morocco,-16.9512,14.4441,2042.16,123.09,243.43,-12.35,2171.7,-113.44,-9441.18,1
0201c1,RAM733M ,Morocco,1.0213,40.5625,11277.6,221.75,227.54,0.0,11346.18,98.66,9174.48,1
0201c2,RAM961U ,Morocco,1.4138,40.5234,8587.74,213.93,235.09,7.15,8702.04,-7.819999999999993,-2644.1399999999994,1
0201c4,RAM951X ,Morocco,-3.8568,37.0842,10668.0,228.63,219.89,0.65,10706.1,14.699999999999989,2004.0599999999995,1
02a194,TAR635  ,Tunisia,2.4335,47.4547,9022.08,244.79,169.59,4.55,9105.9,16.159999999999997,-1600.2000000000007,1
02a197,TAR1713 ,Tunisia,24.1837,34.1171,11277.6,259.1,117.68,0.33,11460.48,14.31000000000003,2354.58,1
02a1ab,LBT185  ,Tunisia,6.685,45.5163,8572.5,226.57,143.49,10.73,8686.8,-32.53000000000003,-2773.6800000000003,1
02a261,TAR724  ,Tunisia,2.0823,48.6366,1059.18,97.84,61.41,-3.9,1211.58,-128.73,-7475.219999999999,1
040065,ETH607  ,Ethiopia,100.3175,14.4343,9753.6,254.29,252.33,0.0,10363.2,156.45,9151.62,1
040087,ETH645  ,Ethiopia,103.2111,15.6967,10965.18,241.9,240.44,0.0,11635.74,-12.389999999999986,1272.539999999999,1
040141,ETH741  ,Ethiopia,-5.1252,40.9137,8526.78,221.88,123.17,-0.33,8625.84,-20.02000000000001,-3009.8999999999996,1
040143,ETH715  ,Ethiopia,17.6395,59.7977,2217.42,198.87,93.11,-13.98,2186.94,-23.00999999999999,-6438.9,1
040199,ETH731  ,Ethiopia,19.187,50.821,10363.2,231.08,215.21,0.0,10416.54,32.21000000000001,8229.6,1
04020b,SKK050  ,Ethiopia,-17.0726,14.6509,121.92,60.71,359.03,-2.6,160.02,-170.37,-10256.52,1
04022a,ETH3773 ,Ethiopia,14.2223,36.2304,10355.58,217.83,280.75,-0.65,10568.94,157.12,10408.92,1
04022c,ETH3807 ,Ethiopia,-46.1084,-23.3807,4008.12,167.78,253.07,-4.55,4206.24,-50.05000000000001,-6362.700000000001,1
040239,ETH722  ,Ethiopia,27.2614,40.1533,7787.64,193.62,17.47,-10.73,7940.04,25.840000000000003,3733.8,1
04c11a,KQA887  ,Kenya,98.6094,13.5111,8176.26,238.3,258.54,4.23,8671.56,44.68000000000001,731.5199999999995,1
06a0dd,QTR40W  ,Qatar,-73.4126,40.1747,10363.2,232.14,211.68,0.0,10447.02,-6.160000000000025,1775.460000000001,1
06a1d2,QQE710  ,Qatar,8.1166,55.7547,14325.6,256.91,233.22,0.0,14295.12,24.77000000000004,3848.1000000000004,1
0700ba,ECOAIR24,Senegal,-17.0297,14.6542,312.42,74.82,58.5,0.0,365.76,-182.09000000000003,-13929.36,1
080010,PAT289  ,United Republic of Tanzania,-118.0549,33.7867,60.96,80.36,232.54,9.75,60.96,5.540000000000006,-304.8,1
0a0048,DAH300  ,Algeria,11.4059,36.0534,11887.2,266.9,95.97,0.0,12070.08,186.53999999999996,12009.12,1
0a0049,DAH1063 ,Algeria,1.4809,45.5457,11277.6,238.69,193.59,0.0,11315.7,-28.20999999999998,-754.3799999999992,1
0a004a,DAH1230 ,Algeria,4.4096,40.68,10972.8,240.56,10.35,0.0,11049.0,1.8700000000000045,-266.7000000000007,1
0a0075,DAH1008 ,Algeria,4.7151,42.7864,11582.4,236.21,1.5,0.0,11635.74,-4.349999999999994,586.7399999999998,1
0a0077,DAH1545 ,Algeria,6.4484,39.4201,11277.6,229.74,156.65,0.0,11376.66,-6.469999999999999,-259.0799999999999,1
0a007a,DAH1085 ,Algeria,0.4137,42.305,11277.6,220.47,193.91,0.0,11323.32,-9.27000000000001,-53.340000000000146,1
0a0091,DAH1037 ,Algeria,3.8252,41.4529,10668.0,222.85,189.7,0.0,10728.96,2.3799999999999955,-594.3600000000006,1
0ac9c2,AVA185  ,Colombia,-46.78,-23.1723,3596.64,147.75,99.82,-9.75,3764.28,-75.1,-6964.6799999999985,1
0ac9c3,AVA246  ,Colombia,-77.3591,38.7158,1280.16,149.79,1.97,-4.88,1356.36,2.039999999999992,-2407.92,1
0ac9c6,,Colombia,-74.0342,4.8773,4846.32,95.34,19.22,7.48,4892.04,-54.44999999999999,3535.6800000000003,1
0ac9da,HK877   ,Colombia,-74.0986,4.7984,2788.92,59.87,287.5,-0.33,2880.36,-35.470000000000006,-2011.6799999999998,1
0ac9ee,AVA257  ,Colombia,-84.8296,18.2676,11887.2,246.88,149.86,0.33,12496.8,187.01,9616.439999999999,1
0aca5d,AVA072  ,Colombia,-99.0277,19.1613,4191.0,130.89,37.82,-2.6,4427.22,-115.99000000000001,-8069.579999999999,1
0acac1,AVA9487 ,Colombia,-70.835,-0.9912,10972.8,246.68,334.56,3.9,11490.96,115.79000000000002,7063.739999999999,1
0b4098,TGVIM   ,Guatemala,-90.2167,15.708,3291.84,100.71,15.1,0.33,3383.28,-145.97000000000003,-8107.6799999999985,1
0b4202,TGGUH   ,Guatemala,-90.4956,14.5953,1615.44,67.23,245.59,-1.63,1691.64,-33.47999999999999,-1691.64,1
0b4220,TGACC   ,Guatemala,-90.5237,14.5957,1554.48,41.56,15.07,0.98,1592.58,-25.67,-99.06000000000017,1
0bc200,MUS382  ,Saint Vincent and the Grenadines,-60.3601,12.9671,2758.44,67.26,83.85,-0.33,2857.5,25.700000000000003,1264.92,1
0bc21f,J8CRU   ,Saint Vincent and the Grenadines,-60.5499,13.0255,2118.36,69.54,87.03,0.65,2186.94,2.280000000000001,-670.56,1
0c200f,CMP768  ,Panama,-70.0282,12.5045,38.1,64.01,103.48,-2.6,30.48,-5.530000000000001,-2156.46,1
0c2017,CMP777  ,Panama,-84.7011,13.3808,10668.0,256.09,135.0,-0.33,11285.22,192.07999999999998,11254.74,1
0c2070,CMP242  ,Panama,-70.7142,17.1233,10972.8,211.04,239.37,0.0,11567.16,-45.04999999999998,281.9400000000005,1
0c2096,CMP813  ,Panama,-78.5879,14.5212,10363.2,243.89,6.54,0.0,10957.56,32.849999999999994,-609.6000000000004,1
0c20b6,CMP136  ,Panama,-88.8095,13.3504,10363.2,196.64,292.94,-0.33,10957.56,-47.25,0.0,1
0c20bc,CMP220  ,Panama,-73.0324,-2.9049,10363.2,240.45,338.54,0.33,11056.62,43.81,99.06000000000131,1
0c20ce,CMP478  ,Panama,-80.5585,14.6757,10972.8,226.32,350.58,0.0,11582.4,-14.129999999999995,525.7799999999988,1
0c20d5,CMP880  ,Panama,-82.5786,29.6613,10965.18,224.63,353.69,0.0,11353.8,-1.6899999999999977,-228.60000000000036,1
0c20de,CMP317  ,Panama,-86.0712,20.2128,7734.3,212.72,144.35,7.15,8115.3,-11.909999999999997,-3238.499999999999,1
0c20f3,CMP278  ,Panama,-58.6974,-32.0058,10668.0,225.89,355.95,0.0,11224.26,13.169999999999987,3108.96,1
0c210c,CMP369  ,Panama,-73.081,-3.3544,10972.8,234.82,330.18,0.0,11704.32,8.930000000000007,480.0599999999995,1
0c210e,CMP485  ,Panama,-80.458,13.8729,10972.8,229.47,352.27,0.0,11597.64,-5.349999999999994,-106.68000000000029,1
0c2161,CM481   ,Panama,-80.9997,23.72,10820.4,239.91,177.79,4.55,11292.84,10.439999999999998,-304.7999999999993,1
0c2172,DAE926  ,Panama,-78.8134,24.0294,10363.2,228.26,337.19,-0.33,10789.92,18.19999999999999,10789.92,1
0c217b,CMP360  ,Panama,-111.1865,30.2155,10972.8,225.33,302.6,0.0,11323.32,-2.9299999999999784,533.3999999999996,1
0c217c,CMP443  ,Panama,-77.3546,38.8424,1089.66,147.7,1.6,0.0,1158.24,-77.63000000000002,-10165.08,1
0c21a6,CMP704  ,Panama,-71.0173,42.3703,0.0,1.03,247.5,0.0,0.0,-146.67,-1158.24,0
0c4155,HI1055  ,Dominican Republic,-86.8648,21.0335,0.0,1.54,160.31,0.0,0.0,0.51,0.0,0
0c4183,DWI5311 ,Dominican Republic,-77.326,34.6771,10972.8,236.15,200.13,0.0,11277.6,234.61,11277.6,1
0c603a,BWA239  ,Trinidad and Tobago,-60.925,9.8693,5486.4,121.91,316.54,0.0,0.0,-114.24000000000001,-11277.6,1
0c605a,BWA278  ,Trinidad and Tobago,-59.7005,12.8167,1897.38,125.37,23.2,-7.8,1912.62,3.460000000000008,1912.62,1
0c6063,BWA006  ,Trinidad and Tobago,-73.4869,40.3575,3139.44,146.91,195.64,6.18,3208.02,21.539999999999992,1295.4,1
0c6064,BWA528  ,Trinidad and Tobago,-73.7606,40.6393,0.0,8.75,0.0,0.0,0.0,-138.16,-3208.02,0
0ca2fe,GAO301  ,Antigua and Barbuda,-61.3966,11.4139,4869.18,144.62,189.83,0.0,5082.54,135.87,5082.54,1
0d01b8,XASDU   ,Mexico,-114.8008,31.8687,10515.6,206.75,284.55,-8.45,10797.54,62.129999999999995,5715.000000000001,1
0d0268,XBOJV   ,Mexico,-106.1457,30.8498,3870.96,102.47,344.57,-1.63,4114.8,-104.28,-6682.740000000001,1
0d028d,XACZG   ,Mexico,-96.7934,30.335,6553.2,191.66,95.24,5.85,6880.86,89.19,2766.0599999999995,1
0d0377,VIV1182 ,Mexico,-98.3393,17.5862,9448.8,252.83,146.54,0.0,9997.44,61.170000000000016,3116.580000000001,1
0d0648,SLI593  ,Mexico,-95.2898,20.6927,10363.2,230.44,259.19,0.0,10828.02,-22.390000000000015,830.5799999999999,1
0d06c1,SLI1048 ,Mexico,-98.8199,19.3164,5951.22,161.18,177.44,13.66,6278.88,-69.25999999999999,-4549.14,1
0d06de,SLI854  ,Mexico,-97.1996,19.9393,8389.62,241.87,94.02,-15.93,8778.24,80.69,2499.3599999999997,1
0d06fd,SLI628  ,Mexico,-95.008,18.8965,10668.0,238.38,128.43,0.0,11224.26,-3.490000000000009,2446.0200000000004,1
0d0703,SLI598  ,Mexico,-88.4448,20.0888,7696.2,221.1,70.85,-10.08,8100.06,-17.28,-3124.2,1
0d075f,AMX923  ,Mexico,-99.8933,22.9711,10363.2,225.64,176.99,0.0,10850.88,4.539999999999992,2750.819999999999,1
0d07b3,VOI1083 ,Mexico,-100.1137,25.7781,0.0,0.0,30.94,0.0,0.0,-225.64,-10850.88,0
0d080e,SLI2441 ,Mexico,-99.1265,19.9057,6263.64,168.64,274.02,-8.13,6591.3,168.64,6591.3,1
0d083b,SLI1855 ,Mexico,-99.5366,19.7867,5364.48,154.98,190.71,0.0,5654.04,-13.659999999999997,-937.2600000000002,1
0d0841,XAFSA   ,Mexico,-100.6656,28.8229,11582.4,229.17,344.37,-0.65,12031.98,74.19,6377.94,1
0d0866,VOI3190 ,Mexico,-113.6094,29.7993,11269.98,244.46,134.49,-0.33,11643.36,15.29000000000002,-388.619999999999,1
0d0873,LET6212 ,Mexico,-97.9771,19.8604,12108.18,205.7,247.35,-6.18,12710.16,-38.76000000000002,1066.7999999999993,1
0d08b7,XALBO   ,Mexico,-99.9568,25.9267,1813.56,118.3,262.5,-5.2,1889.76,-87.39999999999999,-10820.4,1
0d08d4,LET7025 ,Mexico,-116.5921,32.2465,9936.48,225.62,138.61,11.05,10256.52,107.32000000000001,8366.76,1
0d08e6,VIV843  ,Mexico,-98.0995,20.2236,9090.66,210.28,243.25,-10.4,9593.58,-15.340000000000003,-662.9400000000005,1
0d08ee,AMX676  ,Mexico,-96.1697,19.136,11277.6,243.41,133.89,0.0,11856.72,33.129999999999995,2263.1399999999994,1
0d08f3,VIV7345 ,Mexico,-99.1832,19.6582,2880.36,111.12,89.73,-6.5,3040.38,-132.29,-8816.34,1
0d08fd,VOI3291 ,Mexico,-116.3462,32.3548,2727.96,143.2,289.74,-3.58,2827.02,32.079999999999984,-213.36000000000013,1
0d0914,FAM3915 ,Mexico,-88.0443,20.2202,9372.6,219.75,275.78,10.08,9822.18,76.55000000000001,6995.16,1
0d0932,VOI790  ,Mexico,-81.3773,25.9145,4495.8,189.32,90.16,-9.43,4754.88,-30.430000000000007,-5067.3,1
0d0934,VIV2043 ,Mexico,-86.878,21.0392,0.0,4.89,303.75,0.0,0.0,-184.43,-4754.88,0
0d0984,VOI142  ,Mexico,-100.2128,19.4537,10020.3,195.03,283.27,6.5,10538.46,190.14000000000001,10538.46,1
0d0993,VOI3182 ,Mexico,-116.3115,32.163,7490.46,190.67,120.3,10.4,7764.78,-4.360000000000014,-2773.6799999999994,1
0d0997,VOI7710 ,Mexico,-121.4389,37.2883,3345.18,165.98,317.01,-6.83,3467.1,-24.689999999999998,-4297.68,1
0d09b9,SLI1682 ,Mexico,-97.0547,32.9159,182.88,64.83,180.91,-3.58,175.26,-101.14999999999999,-3291.84,1
0d09ce,VIV2192 ,Mexico,-99.4293,25.221,6705.6,206.56,321.67,-10.73,7078.98,141.73000000000002,6903.719999999999,1
0d09d5,VOI1742 ,Mexico,-115.2819,35.5694,2918.46,127.88,342.44,-1.3,2994.66,-78.68,-4084.3199999999997,1
0d0a04,VOI780  ,Mexico,-94.455,21.4542,11887.2,255.09,61.32,0.0,12458.7,127.21000000000001,9464.04,1
0d0a18,VOI1801 ,Mexico,-99.6601,27.2886,11590.02,219.26,206.93,0.0,12070.08,-35.83000000000001,-388.6200000000008,1
0d0a1a,SLI2420 ,Mexico,-98.689,19.8736,6217.92,212.89,3.6,9.43,6522.72,-6.3700000000000045,-5547.36,1
0d0a3a,SLI105  ,Mexico,-99.2083,19.3749,2933.7,101.65,111.37,-4.88,3093.72,-111.23999999999998,-3429.0000000000005,1
0d0a4c,SLI419  ,Mexico,-98.6107,19.9346,9144.0,213.61,257.91,0.0,9608.82,111.96000000000001,6515.1,1
0d0a7d,VTM990  ,Mexico,-90.7262,34.0428,9753.6,221.73,217.27,-0.65,10096.5,8.119999999999976,487.6800000000003,1
0d0a9b,AMX036  ,Mexico,-97.8064,27.6234,11269.98,271.25,48.84,-0.33,11750.04,49.52000000000001,1653.5400000000009,1
0d0aca,VIV7826 ,Mexico,-97.8225,32.0686,7475.22,227.36,29.41,-12.35,7833.36,-43.889999999999986,-3916.680000000001,1
0d0acd,AMX633  ,Mexico,-98.528,29.3625,2049.78,133.7,205.28,12.68,2125.98,-93.66000000000003,-5707.379999999999,1
0d0af1,VIV1017 ,Mexico,-99.0641,19.4438,0.0,8.75,239.06,0.0,0.0,-124.94999999999999,-2125.98,0
0d0afd,LET5513 ,Mexico,-106.7968,36.0913,12496.8,228.57,151.65,0.0,12801.6,219.82,12801.6,1
0d0b0f,SLI2603 ,Mexico,-99.5272,19.833,5067.3,135.72,46.38,1.63,5356.86,-92.85,-7444.740000000001,1
0d0b35,VOI760  ,Mexico,-100.7422,29.6275,11582.4,237.4,348.37,0.0,12031.98,101.68,6675.12,1
0d0b66,AMX703  ,Mexico,-99.0826,19.4288,2133.6,87.7,58.92,-3.9,2240.28,-149.7,-9791.699999999999,1
0d0b91,VOI7866 ,Mexico,-102.2624,26.8102,11887.2,244.04,39.7,0.0,12390.12,156.33999999999997,10149.84,1
0d0bac,AMX441  ,Mexico,-82.6303,28.1528,9159.24,204.95,257.53,10.4,9540.24,-39.09,-2849.880000000001,1
0d0bba,AMX090  ,Mexico,138.3831,38.8135,11574.78,216.48,256.39,0.98,11559.54,11.530000000000001,2019.300000000001,1
0d0beb,VTM761  ,Mexico,-90.4155,13.6894,6377.94,119.29,123.21,0.65,6751.32,-97.18999999999998,-4808.220000000001,1
0d0c3a,XBLFG   ,Mexico,-113.2224,34.8122,4450.08,90.57,309.93,0.33,4503.42,-28.720000000000013,-2247.8999999999996,1
0d0c8f,AMX924  ,Mexico,-99.0651,20.4483,9578.34,215.55,322.86,11.05,9753.6,124.98000000000002,5250.18,1
0d0c93,VIV9020 ,Mexico,-94.301,19.5143,10111.74,232.23,253.13,-4.88,10637.52,16.67999999999998,883.9200000000001,1
0d0cbc,VIV7054 ,Mexico,-112.1283,27.1229,11277.6,245.39,148.11,0.0,11704.32,13.159999999999997,1066.7999999999993,1
0d0cf8,XAVCP   ,Mexico,-96.5669,19.6239,6743.7,130.16,320.77,-1.63,7086.6,-115.22999999999999,-4617.719999999999,1
0d0cfd,VOI7924 ,Mexico,-96.8633,27.1032,11590.02,217.97,209.71,0.0,12100.56,87.81,5013.959999999999,1
0d0d66,VIV7097 ,Mexico,-100.2861,25.8542,1508.76,103.09,25.41,-11.05,1569.72,-114.88,-10530.84,1
0d0d75,VIV2168 ,Mexico,-86.8903,21.0461,0.0,0.0,219.38,0.0,0.0,-103.09,-1569.72,0
0d0d86,VIV602  ,Mexico,-102.4013,27.6988,10363.2,228.48,311.62,0.0,10805.16,228.48,10805.16,1
0d0d92,VOI7900 ,Mexico,-117.4205,34.0545,1043.94,94.66,270.31,-4.88,1066.8,-133.82,-9738.36,1
0d0db9,AMX527  ,Mexico,-90.218,20.8264,11582.4,216.12,268.77,0.0,12153.9,121.46000000000001,11087.1,1
0d0dc0,XBRKX   ,Mexico,-99.8264,25.0938,2529.84,61.79,182.39,1.63,2651.76,-154.33,-9502.14,1
0d0dda,AMX920  ,Mexico,-100.0761,25.8813,1684.02,141.52,301.32,-7.8,1752.6,79.73000000000002,-899.1600000000003,1
0d0de8,VIV9402 ,Mexico,-100.1166,25.7794,0.0,0.0,300.94,0.0,0.0,-141.52,-1752.6,0
0d0e04,VOI351  ,Mexico,-105.596,30.031,8930.64,246.64,150.92,4.23,9288.78,246.64,9288.78,1
0d0e14,AMX423  ,Mexico,-80.8237,25.7594,6416.04,197.4,253.03,11.7,6728.46,-49.23999999999998,-2560.3200000000006,1
0d0e16,VOI3140 ,Mexico,-114.8555,31.3098,11277.6,249.62,127.3,0.0,11612.88,52.22,4884.419999999999,1
0d0e1e,AMX658  ,Mexico,-104.6851,39.8615,0.0,5.66,180.0,0.0,0.0,-243.96,-11612.88,0
0d0e2b,VIV7428 ,Mexico,-96.8696,19.8581,10058.4,249.48,130.82,0.0,10576.56,243.82,10576.56,1
0d0e40,AMX806  ,Mexico,-98.0112,19.6667,8747.76,225.87,74.95,7.48,9189.72,-23.609999999999985,-1386.8400000000001,1
0d0e4b,AMX455  ,Mexico,-77.45,39.225,784.86,82.82,206.57,0.33,853.44,-143.05,-8336.279999999999,1
0d0e5f,XATYA   ,Mexico,-111.1048,40.606,9593.58,187.08,110.78,9.43,9677.4,104.26000000000002,8823.96,1
0d0e65,XAJTS   ,Mexico,-81.1048,36.986,12192.0,196.66,238.8,0.33,12420.6,9.579999999999984,2743.2000000000007,1
0d0e7b,XBBOB   ,Mexico,-87.0583,20.6239,1280.16,37.17,41.63,2.28,1356.36,-159.49,-11064.24,1
