icao24,callsign,origin_country,longitude,latitude,baro_altitude,velocity,heading,vertical_rate,geo_altitude,speed_diff,alt_diff,movement
ac2c23,ASH3980 ,United States,-80.3084,38.5635,10363.2,191.77,273.69,-0.98,10538.46,31.03,8183.879999999999,1
ac2c33,SWA2289 ,United States,-96.8677,32.855,175.26,80.04,136.04,-3.58,190.5,-111.73,-10347.96,1
ac2d09,DAL1914 ,United States,-121.3983,46.0213,9791.7,248.13,145.82,7.8,9852.66,168.08999999999997,9662.16,1
ac2e20,EJA884  ,United States,-96.1509,36.3442,13106.4,214.19,296.69,0.0,13403.58,-33.94,3550.92,1
ac2e48,N884SG  ,United States,-78.0581,33.3684,13716.0,232.33,7.25,0.33,14043.66,18.140000000000015,640.0799999999999,1
ac2e74,UAL1681 ,United States,-83.9148,35.9318,11254.74,242.04,145.13,0.0,11544.3,9.70999999999998,-2499.3600000000006,1
ac2f37,SWA882  ,United States,-81.1766,38.7873,12192.0,185.36,267.61,0.0,12336.78,-56.67999999999998,792.4800000000014,1
ac2f5a,SWA771  ,United States,-76.7733,39.0511,1082.04,103.5,300.13,0.0,1150.62,-81.86000000000001,-11186.16,1
ac2f89,N8843Y  ,United States,-112.3865,34.596,2994.66,72.77,326.53,0.0,3048.0,-30.730000000000004,1897.38,1
ac2fa4,SWA309  ,United States,-96.8687,32.8558,182.88,71.31,136.17,-4.23,198.12,-1.4599999999999937,-2849.88,1
ac30cf,N885EC  ,United States,-91.8592,36.1389,10873.74,150.23,290.23,7.8,11178.54,78.91999999999999,10980.42,1
ac30e9,FDX5262 ,United States,141.9756,35.4893,8839.2,270.73,70.81,-0.33,8930.64,120.50000000000003,-2247.9000000000015,1
ac323b,N885US  ,United States,-121.5848,39.0425,762.0,58.95,9.54,0.0,784.86,-211.78000000000003,-8145.78,1
ac3315,SWA2246 ,United States,-85.9023,39.7598,7901.94,239.53,351.1,-4.88,8069.58,180.57999999999998,7284.72,1
ac3338,SWA3139 ,United States,-99.1904,39.3085,11277.6,266.87,98.54,-0.33,11437.62,27.340000000000003,3368.040000000001,1
ac337e,SWA1714 ,United States,-99.6685,30.9344,9685.02,249.67,99.97,-5.2,10081.26,-17.200000000000017,-1356.3600000000006,1
ac340a,SWA590  ,United States,-112.0018,33.4329,0.0,3.34,75.94,0.0,0.0,-246.32999999999998,-10081.26,0
ac3430,SCW3845 ,United States,-116.259,43.5757,883.92,68.12,115.02,-3.58,952.5,64.78,952.5,1
ac358e,EJA886  ,United States,-121.518,37.2392,4648.2,199.01,104.22,12.68,4770.12,130.89,3817.62,1
ac3688,SWA2257 ,United States,-111.9786,40.7882,0.0,1.8,261.56,0.0,0.0,-197.20999999999998,-4770.12,0
ac36a9,SWA4465 ,United States,-93.856,39.2116,11887.2,265.53,96.34,0.0,12062.46,263.72999999999996,12062.46,1
ac36ef,SWA1242 ,United States,-80.1033,26.2347,1699.26,145.83,290.22,16.91,1798.32,-119.69999999999996,-10264.14,1
ac370b,SWA2161 ,United States,-93.3502,34.1262,11277.6,264.65,103.6,0.0,11628.12,118.81999999999996,9829.800000000001,1
ac3751,SWA4933 ,United States,-103.9288,32.0532,10363.2,211.36,261.18,0.0,10713.72,-53.289999999999964,-914.4000000000015,1
ac37bd,SWA1741 ,United States,-84.5673,30.8031,10972.8,215.39,313.84,0.0,11353.8,4.029999999999973,640.0799999999999,1
ac3824,N887DC  ,United States,-118.828,35.0716,4381.5,168.01,151.87,-6.5,4518.66,-47.379999999999995,-6835.139999999999,1
ac38f5,XEN88   ,United States,-88.1966,28.4224,13106.4,223.16,285.51,0.33,13632.18,55.150000000000006,9113.52,1
ac390f,AAL2588 ,United States,-97.2934,30.1768,2339.34,139.9,293.17,-6.83,2446.02,-83.25999999999999,-11186.16,1
ac39d8,N887WP  ,United States,-79.9008,34.9145,8465.82,186.09,201.74,11.05,8740.14,46.19,6294.119999999999,1
ac3a38,SWA1505 ,United States,-100.5861,38.4133,10668.0,275.41,85.93,0.33,10850.88,89.32000000000002,2110.74,1
ac3a83,SWA4407 ,United States,-96.41,32.0948,4305.3,183.0,5.65,-4.88,4518.66,-92.41000000000003,-6332.219999999999,1
ac3aa8,SWA2269 ,United States,-102.6605,31.2622,10972.8,213.24,283.53,0.0,11353.8,30.24000000000001,6835.139999999999,1
ac3adf,SWA3144 ,United States,-100.1172,39.0434,11582.4,189.02,262.18,-0.33,11750.04,-24.22,396.2400000000016,1
ac3b0f,SWA1855 ,United States,-122.8645,41.8039,12496.8,225.39,178.69,0.0,12611.1,36.369999999999976,861.0599999999995,1
ac3b51,SWA3164 ,United States,-120.3498,36.333,10972.8,214.64,315.78,0.0,11224.26,-10.75,-1386.8400000000001,1
ac3c0d,TWY2000 ,United States,-99.3709,32.6755,12915.9,270.27,109.57,2.28,13335.0,55.629999999999995,2110.74,1
ac3c42,,United States,-112.6027,37.0761,4396.74,107.28,247.74,-0.65,4434.84,-162.98999999999998,-8900.16,1
ac3c77,N888KJ  ,United States,-103.4613,35.6728,12489.18,256.77,109.67,1.95,12801.6,149.48999999999998,8366.76,1
ac3dec,SWA2883 ,United States,-113.3783,35.4661,7315.2,191.28,49.8,0.0,7490.46,-65.48999999999998,-5311.14,1
ac3e5d,SWA4262 ,United States,-104.5409,39.8605,2293.62,125.68,114.68,14.31,2324.1,-65.6,-5166.360000000001,1
ac3e80,SWA1568 ,United States,-81.505,28.7343,3337.56,156.24,152.34,-7.48,3520.44,30.560000000000002,1196.3400000000001,1
ac3f2f,SWA3051 ,United States,-114.9929,32.8736,9753.6,207.91,268.44,0.0,10043.16,51.66999999999999,6522.719999999999,1
ac3ff3,HNW900  ,United States,-108.7488,34.855,10965.18,203.93,261.44,0.33,11231.88,-3.9799999999999898,1188.7199999999993,1
ac407d,AAL2948 ,United States,-92.8684,37.8732,11277.6,248.68,37.01,0.0,11529.06,44.75,297.1800000000003,1
ac41ce,SWA1177 ,United States,-93.8417,32.9572,12047.22,268.15,96.39,5.53,12435.84,19.46999999999997,906.7800000000007,1
ac41df,N88917  ,United States,-122.1111,37.4552,0.0,4.12,47.81,0.0,0.0,-264.03,-12435.84,0
ac4210,SWA3187 ,United States,-98.228,33.1761,10721.34,211.98,287.95,8.78,11064.24,207.85999999999999,11064.24,1
ac4237,SWA862  ,United States,-120.0248,47.1597,8930.64,261.94,112.03,4.55,8976.36,49.96000000000001,-2087.879999999999,1
ac4279,SWA3148 ,United States,-102.6372,39.6938,8915.4,250.06,75.22,6.18,9022.08,-11.879999999999995,45.719999999999345,1
ac429b,SWA2685 ,United States,-102.9098,38.4,10027.92,205.73,312.47,-5.2,10195.56,-44.33000000000001,1173.4799999999996,1
ac42bf,SWA2177 ,United States,-122.1738,37.6745,198.12,73.38,310.17,-3.9,236.22,-132.35,-9959.34,1
ac4412,N89MD   ,United States,-83.9534,43.5552,1661.16,138.55,110.66,15.61,1661.16,65.17000000000002,1424.94,1
ac444b,N89PL   ,United States,-98.521,27.8918,13106.4,190.74,244.26,0.0,13632.18,52.19,11971.02,1
ac45ac,DAL972  ,United States,-109.4003,38.8456,10668.0,247.08,57.93,0.0,10767.06,56.34,-2865.120000000001,1
ac45d5,FDX8A   ,United States,1.5425,49.2251,3261.36,144.75,131.11,-7.48,3421.38,-102.33000000000001,-7345.679999999999,1
ac468d,AAL1244 ,United States,-87.3375,35.9261,11277.6,248.86,68.15,0.0,11582.4,104.11000000000001,8161.0199999999995,1
ac4717,UAL1322 ,United States,-101.8509,40.581,10675.62,265.39,80.63,-0.33,10751.82,265.39,10751.82,1
ac47b7,SWA768  ,United States,-103.994,38.1166,11193.78,225.61,147.29,5.85,11369.04,-39.77999999999997,617.2200000000012,1
ac47de,SWA2362 ,United States,-102.3575,36.6648,11582.4,195.65,259.55,0.33,11826.24,-29.960000000000008,457.1999999999989,1
ac481d,SWA159  ,United States,-104.6578,39.8775,0.0,37.04,90.0,0.0,0.0,-158.61,-11826.24,1
ac4843,SWA2875 ,United States,-114.4043,35.7894,4434.84,154.27,254.53,-5.2,4549.14,117.23000000000002,4549.14,1
ac486a,SWA1155 ,United States,-100.7164,30.3701,11277.6,251.89,109.69,0.0,11689.08,97.61999999999998,7139.94,1
ac48ac,SWA4212 ,United States,-115.2843,38.3584,11277.6,247.47,96.45,0.0,11452.86,-4.4199999999999875,-236.21999999999935,1
ac48d3,SWA3026 ,United States,-87.7474,41.7867,0.0,1.54,92.81,0.0,0.0,-245.93,-11452.86,0
ac48f2,SWA510  ,United States,-118.0051,33.992,1935.48,134.7,263.2,-1.3,1981.2,133.16,1981.2,1
ac491d,DAL1106 ,United States,-91.7404,41.0444,10972.8,200.06,335.54,0.0,11102.34,65.36000000000001,9121.14,1
ac4963,DAL1406 ,United States,-92.6632,30.2471,10058.4,249.3,78.57,0.0,10462.26,49.24000000000001,-640.0799999999999,1
ac4a44,AAL409  ,United States,-88.6467,18.3935,11277.6,247.59,159.57,0.0,11871.96,-1.710000000000008,1409.699999999999,1
ac4a7a,EJA891  ,United States,-67.7535,43.2211,12496.8,270.04,57.76,0.0,12359.64,22.450000000000017,487.6800000000003,1
ac4b95,SWA779  ,United States,-94.0732,35.5405,11887.2,262.07,97.56,0.33,12199.62,-7.970000000000027,-160.01999999999862,1
ac4bfe,SWA3522 ,United States,-104.6872,39.8649,1577.34,72.02,0.41,-4.23,1630.68,72.02,1630.68,1
ac4c21,SWA1743 ,United States,-115.1644,36.0857,571.5,68.12,25.02,-1.3,632.46,-3.8999999999999915,-998.22,1
ac4c44,SWA2597 ,United States,-120.5639,37.8456,7978.14,228.56,257.65,-17.88,8229.6,160.44,7597.14,1
ac4c61,FTT3    ,United States,-82.0048,27.0899,731.52,58.24,250.92,-1.3,784.86,-170.32,-7444.740000000001,1
ac4c67,SWA3369 ,United States,-85.2105,31.8006,10980.42,219.67,323.0,0.0,11353.8,161.42999999999998,10568.939999999999,1
ac4c8a,SWA4450 ,United States,-82.5297,27.981,0.0,2.57,312.19,0.0,0.0,-217.1,-11353.8,0
ac4ca8,SWA2127 ,United States,-88.4728,35.7307,8976.36,246.73,84.02,-10.4,9304.02,244.16,9304.02,1
ac4d18,N892DL  ,United States,-90.4525,38.7808,411.48,39.0,120.96,-2.28,403.86,-207.73,-8900.16,1
ac4d44,PCM8749 ,United States,-119.1745,34.4078,2400.3,87.78,281.84,0.0,2453.64,48.78,2049.7799999999997,1
ac4e08,N892PA  ,United States,-81.3343,28.5487,0.0,3.34,39.38,0.0,0.0,-84.44,-2453.64,0
ac4e31,EJA892  ,United States,-80.0908,27.5115,8808.72,225.43,159.7,-11.05,9174.48,222.09,9174.48,1
ac4f29,SWA833  ,United States,-77.1261,36.2653,11582.4,217.41,216.44,0.0,11841.48,-8.02000000000001,2667.0,1
ac4f6f,SWA988  ,United States,-102.489,39.1688,9517.38,255.38,116.82,3.9,9654.54,37.97,-2186.9399999999987,1
ac4f92,SWA2394 ,United States,-117.7181,33.625,6271.26,198.99,105.9,13.33,6477.0,-56.389999999999986,-3177.540000000001,1
ac4fd8,SWA3076 ,United States,-121.8263,37.268,655.32,88.49,317.59,-4.23,693.42,-110.50000000000001,-5783.58,1
ac4ffb,SWA2559 ,United States,-111.5342,33.7297,3421.38,117.33,215.36,-5.53,3520.44,28.840000000000003,2827.02,1
ac501e,SWA849  ,United States,-122.9162,43.5851,11887.2,223.32,178.81,0.33,11971.02,105.99,8450.58,1
ac5041,SWA3255 ,United States,-86.7386,33.5097,10972.8,216.18,320.02,0.0,11330.94,-7.139999999999986,-640.0799999999999,1
ac5066,SWA2292 ,United States,-77.6012,39.4492,3825.24,188.82,90.78,0.0,3909.06,-27.360000000000014,-7421.880000000001,1
ac507e,N893AE  ,United States,-83.8044,40.365,6096.0,184.2,305.91,0.33,6187.44,-4.6200000000000045,2278.3799999999997,1
ac508c,N893AU  ,United States,-84.5195,33.935,449.58,66.53,320.65,-0.98,541.02,-117.66999999999999,-5646.42,1
ac50d1,DAL2924 ,United States,-111.9763,40.7831,0.0,12.35,174.38,0.0,0.0,-54.18,-541.02,1
ac50fa,FDX5183 ,United States,-121.9638,37.7344,1409.7,113.89,139.76,-3.9,1463.04,101.54,1463.04,1
ac51b2,AAL3222 ,United States,-82.5394,27.9858,0.0,8.75,270.0,0.0,0.0,-105.14,-1463.04,0
ac51e8,EJA893  ,United States,-88.0958,41.3774,8572.5,222.25,333.91,-10.4,8656.32,213.5,8656.32,1
ac52f2,ASH4024 ,United States,-92.7595,29.6936,6096.0,198.06,233.13,0.33,6393.18,-24.189999999999998,-2263.1399999999994,1
ac5314,ASH6135 ,United States,-77.8368,38.6691,9753.6,207.45,218.86,0.0,9951.72,9.389999999999986,3558.539999999999,1
ac5326,SWA493  ,United States,-116.1597,32.762,4930.14,162.22,264.72,-8.78,5105.4,-45.22999999999999,-4846.32,1
ac5349,SWA453  ,United States,-83.9845,30.2261,10972.8,216.08,315.0,0.0,11361.42,53.860000000000014,6256.02,1
ac5378,ASH6191 ,United States,-94.5158,29.6233,4450.08,177.15,296.19,-9.75,4671.06,-38.93000000000001,-6690.36,1
ac53b2,SWA1184 ,United States,-104.2781,31.3045,11887.2,250.92,107.17,-0.33,12291.06,73.76999999999998,7619.999999999999,1
ac53d5,SWA2078 ,United States,-84.0076,31.7485,10972.8,226.71,349.28,0.0,11346.18,-24.20999999999998,-944.8799999999992,1
ac53f8,SWA2036 ,United States,-107.5678,37.6977,9144.0,208.16,276.53,0.0,9265.92,-18.55000000000001,-2080.26,1
ac5442,DAL1509 ,United States,-84.4354,33.643,0.0,0.64,270.0,0.0,0.0,-207.52,-9265.92,0
ac54a4,ERU894  ,United States,-81.2204,29.1155,518.16,42.63,70.25,1.63,586.74,41.99,586.74,1
ac55f3,UAL2027 ,United States,-118.7194,39.9168,10652.76,237.47,53.28,0.33,10812.78,194.84,10226.04,1
ac5697,SWA2181 ,United States,-87.7457,41.7887,0.0,2.06,222.19,0.0,0.0,-235.41,-10812.78,0
ac56ba,SWA1138 ,United States,-82.4716,41.2874,11582.4,179.05,277.59,0.0,11650.98,176.99,11650.98,1
ac5700,SWA4671 ,United States,-102.6315,38.7778,10972.8,204.88,301.65,0.0,11132.82,25.829999999999984,-518.1599999999999,1
ac5723,SWA2090 ,United States,-88.4548,41.4068,2072.64,148.96,51.31,0.0,2080.26,-55.91999999999999,-9052.56,1
ac5765,SWA2068 ,United States,-74.0445,42.8019,3048.0,141.67,280.25,4.55,3055.62,-7.2900000000000205,975.3599999999997,1
ac578c,SWA258  ,United States,-87.6906,33.1229,4396.74,197.9,51.97,-10.73,4747.26,56.23000000000002,1691.6400000000003,1
ac57af,SWA2858 ,United States,-108.0734,31.9721,11582.4,204.61,281.31,-0.33,11940.54,6.710000000000008,7193.280000000001,1
ac57d2,SWA2140 ,United States,-103.6625,39.2693,6720.84,182.81,301.18,-10.4,6827.52,-21.80000000000001,-5113.02,1
ac57f9,DAL2577 ,United States,-76.2523,42.1659,9753.6,184.03,277.07,-0.65,9806.94,1.2199999999999989,2979.42,1
ac5920,AAL501  ,United States,-111.9983,33.4381,0.0,0.39,354.38,0.0,0.0,-183.64000000000001,-9806.94,0
ac59aa,UAL1386 ,United States,-87.9266,41.9704,0.0,5.14,0.0,0.0,0.0,4.75,0.0,0
ac5a4a,SWA3236 ,United States,-96.7542,38.4074,10972.8,263.29,103.33,0.33,11178.54,258.15000000000003,11178.54,1
ac5a73,SWA2503 ,United States,-101.2699,40.4053,11026.14,267.99,79.38,4.88,11125.2,4.699999999999989,-53.340000000000146,1
ac5ada,SWA2001 ,United States,-101.5685,38.387,10972.8,191.55,245.57,0.0,11148.06,-76.44,22.859999999998763,1
ac5afd,SWA1436 ,United States,-89.6529,29.0061,11887.2,258.11,113.24,0.0,12367.26,66.56,1219.2000000000007,1
ac5b43,SWA5092 ,United States,-92.8058,36.5962,10972.8,199.7,280.24,0.0,11277.6,-58.410000000000025,-1089.6599999999999,1
ac5b66,SWA2392 ,United States,-107.2307,34.3528,11277.6,270.72,80.48,0.33,11559.54,71.02000000000004,281.9400000000005,1
ac5b89,SWA1981 ,United States,-105.2831,37.9605,9151.62,205.23,196.75,-0.33,9304.02,-65.49000000000004,-2255.5200000000004,1
ac5bb0,DAL1115 ,United States,-84.4419,33.6384,0.0,1.03,270.0,0.0,0.0,-204.2,-9304.02,0
ac5bf6,DAL2322 ,United States,-81.5086,35.2925,10668.0,251.05,53.25,0.0,10972.8,250.02,10972.8,1
ac5e23,SWA3380 ,United States,-84.5728,39.6902,11277.6,263.06,85.85,0.0,11445.24,12.009999999999991,472.4400000000005,1
ac5e47,SWA353  ,United States,-92.1349,29.5042,11887.2,257.63,100.12,0.0,12359.64,-5.430000000000007,914.3999999999996,1
ac5e6e,SWA1551 ,United States,-84.2879,32.9908,10972.8,227.92,349.07,0.0,11330.94,-29.710000000000008,-1028.699999999999,1
ac5e7d,N89635  ,United States,-111.853,33.5319,1013.46,45.38,273.9,0.33,967.74,-182.54,-10363.2,1
ac5e89,N8964G  ,United States,-123.2004,38.9231,2072.64,67.49,156.17,0.0,2103.12,22.109999999999992,1135.3799999999999,1
ac5eb4,SWA1587 ,United States,-109.4418,37.6511,11750.04,253.86,66.34,4.88,11925.3,186.37,9822.18,1
ac5ed9,SWA4258 ,United States,-112.9203,36.8337,8229.6,208.08,162.15,0.0,8374.38,-45.78,-3550.92,1
ac5efa,SWA1870 ,United States,-87.3377,28.1799,11887.2,251.02,108.4,0.0,12359.64,42.94,3985.26,1
ac5f55,N897A   ,United States,-79.4846,33.1731,6713.22,208.75,239.33,0.0,6972.3,-42.27000000000001,-5387.339999999999,1
ac5f5f,ASA1    ,United States,-115.5605,47.4459,11582.4,195.74,280.6,0.0,11590.02,-13.009999999999991,4617.72,1
ac5fad,DAL649  ,United States,-98.0676,32.2429,10668.0,251.88,130.2,0.33,11049.0,56.139999999999986,-541.0200000000004,1
ac606c,N897MD  ,United States,-114.928,35.9215,1104.9,73.5,66.49,-6.18,1127.76,-178.38,-9921.24,1
ac608e,AAL2791 ,United States,-86.2238,41.9557,8313.42,268.76,92.3,10.08,8366.76,195.26,7239.0,1
ac61bc,SWA416  ,United States,-85.5697,27.9785,11148.06,259.32,108.87,-4.88,11666.22,210.44,11666.22,1
ac61db,SWA2023 ,United States,-102.1532,38.8457,10972.8,193.46,269.09,0.0,11132.82,-65.85999999999999,-533.3999999999996,1
ac6227,SWA2367 ,United States,-77.465,40.3056,12192.0,187.51,264.81,-0.33,12260.58,-5.950000000000017,1127.7600000000002,1
ac6243,SWA2444 ,United States,-90.3665,38.7463,0.0,11.83,300.94,0.0,0.0,-175.67999999999998,-12260.58,1
ac6266,SWA2793 ,United States,-80.8255,28.0535,11277.6,223.72,340.52,0.0,11704.32,211.89,11704.32,1
ac6289,SWA3037 ,United States,-83.3022,28.8945,6370.32,203.57,150.97,-10.08,6690.36,-20.150000000000006,-5013.96,1
ac62cc,SWA3401 ,United States,-117.1906,32.7314,0.0,0.0,194.06,0.0,0.0,-203.57,-6690.36,0
ac633f,NCR783  ,United States,-78.9009,34.1596,11582.4,237.74,214.69,0.0,11910.06,237.74,11910.06,1
ac6364,DAL884  ,United States,-81.3575,33.6284,10668.0,230.1,354.23,0.0,11003.28,-7.640000000000015,-906.7799999999988,1
ac638d,FDX5434 ,United States,-160.8681,61.1958,10363.2,244.27,266.62,0.0,9730.74,14.170000000000016,-1272.5400000000009,1
ac6445,AAL2132 ,United States,-85.6545,21.5582,10972.8,229.02,230.19,0.0,11498.58,-15.25,1767.8400000000001,1
ac64a6,SKW4479 ,United States,-83.3877,42.1972,205.74,65.61,28.57,-3.58,228.6,-163.41000000000003,-11269.98,1
ac6596,SWA1278 ,United States,-85.3014,31.0108,11277.6,257.49,92.63,0.0,11673.84,191.88,11445.24,1
ac6668,SWA2761 ,United States,-86.6682,36.1292,0.0,0.64,132.19,0.0,0.0,-256.85,-11673.84,0
ac668d,SWA4222 ,United States,-105.3833,34.2799,10972.8,219.67,289.71,0.0,11277.6,219.03,11277.6,1
ac66aa,SWA2057 ,United States,-111.7959,33.4619,1295.4,114.03,240.54,-9.75,1333.5,-105.63999999999999,-9944.1,1
ac671b,DAL895  ,United States,-101.5063,34.4359,10370.82,208.2,273.4,0.0,10675.62,94.16999999999999,9342.12,1
ac67fc,AAL2581 ,United States,-88.7959,40.2245,11582.4,197.94,223.74,0.0,11711.94,-10.259999999999991,1036.3199999999997,1
ac692a,SWA487  ,United States,-121.0396,38.0985,3589.02,171.7,311.23,-11.38,3703.32,-26.24000000000001,-8008.620000000001,1
ac696c,SWA1656 ,United States,-116.7669,32.732,2057.4,145.55,240.81,-8.78,2125.98,-26.149999999999977,-1577.3400000000001,1
ac6993,SWA1341 ,United States,-83.0423,29.6413,10302.24,224.89,337.54,6.18,10668.0,79.33999999999997,8542.02,1
ac6d0d,N90CH   ,United States,-81.3656,29.9945,6400.8,127.24,356.99,0.0,6675.12,-97.64999999999999,-3992.88,1
ac6e2a,N90PT   ,United States,-105.7474,39.27,5494.02,129.64,127.1,0.0,5554.98,2.3999999999999915,-1120.1400000000003,1
ac6ecc,N90WE   ,United States,-114.879,35.7008,3596.64,155.3,246.58,0.0,3680.46,25.660000000000025,-1874.5199999999995,1
ac6f8c,N900DW  ,United States,-88.2251,41.2011,3581.4,174.19,86.61,-6.18,3619.5,18.889999999999986,-60.960000000000036,1
ac703d,N900LY  ,United States,-101.4469,40.3247,13106.4,213.93,257.5,0.0,13243.56,39.74000000000001,9624.06,1
ac7044,N900ME  ,United States,-81.2357,32.0093,8839.2,161.37,12.71,0.0,9159.24,-52.56,-4084.3199999999997,1
ac7051,N900MT  ,United States,-120.9008,37.1502,4815.84,110.44,355.46,0.0,4930.14,-50.93000000000001,-4229.099999999999,1
ac7074,DAL406  ,United States,-98.3458,41.2228,10972.8,196.67,300.32,0.0,11026.14,86.22999999999999,6095.999999999999,1
ac70c1,N900SE  ,United States,-109.2725,33.1427,12192.0,215.63,300.54,-0.65,12550.14,18.960000000000008,1524.0,1
ac70d1,TWY925  ,United States,-76.3339,37.0597,12192.0,226.97,218.56,0.33,12397.74,11.340000000000003,-152.39999999999964,1
ac710e,N900VG  ,United States,-83.1944,27.3257,6210.3,212.59,132.84,-8.13,6515.1,-14.379999999999995,-5882.639999999999,1
ac71cf,N9002E  ,United States,-88.7269,43.1715,0.0,3.86,323.44,0.0,0.0,-208.73,-6515.1,0
ac71e7,AAL528  ,United States,-101.8743,41.3186,11887.2,264.02,75.56,0.0,11963.4,260.15999999999997,11963.4,1
ac72f7,TAI584  ,United States,-87.9768,16.5521,11269.98,233.02,12.62,0.0,11887.2,-30.99999999999997,-76.19999999999891,1
ac733f,N901DS  ,United States,-120.2986,34.8759,2849.88,83.98,130.03,0.33,2910.84,-149.04000000000002,-8976.36,1
ac7353,N901EM  ,United States,-68.8361,44.8109,0.0,41.87,132.51,-0.65,114.3,-42.11000000000001,-2796.54,1
ac7366,N901FF  ,United States,-92.0834,31.1465,3078.48,138.33,294.85,-7.48,3192.78,96.46000000000001,3078.48,1
ac74e4,SWA1995 ,United States,-86.8645,21.0421,0.0,9.77,300.94,0.0,0.0,-128.56,-3192.78,0
ac74f9,EDV5135 ,United States,-76.6396,41.5379,8846.82,259.45,110.3,-0.65,8907.78,249.67999999999998,8907.78,1
ac756c,AAL1861 ,United States,-101.59,40.3191,11574.78,185.54,258.97,0.0,11681.46,-73.91,2773.6799999999985,1
ac7581,AAL2428 ,United States,-106.6205,39.7767,6697.98,194.81,83.18,5.85,6758.94,9.27000000000001,-4922.5199999999995,1
ac75a5,AAL1211 ,United States,-84.0419,33.75,11277.6,237.83,51.94,0.0,11605.26,43.02000000000001,4846.320000000001,1
ac76a7,AAL2002 ,United States,-71.7452,41.1517,10629.9,199.76,236.02,5.53,10668.0,-38.07000000000002,-937.2600000000002,1
ac76f2,DAL687  ,United States,-78.0475,35.1016,10058.4,243.47,37.79,-0.33,10355.58,43.71000000000001,-312.4200000000001,1
ac789b,SWA1094 ,United States,-74.0882,40.6676,1066.8,78.3,209.09,0.0,1143.0,-165.17000000000002,-9212.58,1
ac791d,AAL1744 ,United States,-107.0433,43.3639,10637.52,230.35,281.99,-7.48,10683.24,152.05,9540.24,1
ac793f,AAL2067 ,United States,-80.6348,36.0937,10363.2,216.8,217.58,-0.33,10652.76,-13.549999999999983,-30.479999999999563,1
ac79a3,AAL3191 ,United States,-95.9495,33.7598,6576.06,206.83,219.55,-11.7,6865.62,-9.969999999999999,-3787.1400000000003,1
ac7a5b,ASA248  ,United States,-97.279,29.0266,11582.4,213.41,230.48,0.0,12047.22,6.579999999999984,5181.599999999999,1
ac7aa9,DAL2427 ,United States,-93.9946,36.2029,10972.8,206.49,289.65,0.33,11277.6,-6.9199999999999875,-769.619999999999,1
ac7ad1,SFY557  ,United States,-80.3667,27.6957,723.9,45.69,352.23,2.93,792.48,-160.8,-10485.12,1
ac7b1b,JBU551  ,United States,-71.0166,42.369,0.0,0.0,30.94,0.0,0.0,-45.69,-792.48,0
ac7b35,N903KC  ,United States,-157.9157,21.32,7.62,0.73,45.0,0.33,68.58,0.73,68.58,0
ac7b88,N903NL  ,United States,-82.2741,27.7927,4549.14,160.25,208.79,-6.18,4732.02,159.52,4663.4400000000005,1
ac7b8a,AAL1889 ,United States,-115.1348,36.0804,0.0,0.0,272.81,0.0,0.0,-160.25,-4732.02,0
ac7c52,SWA222  ,United States,-84.4315,33.6358,0.0,5.4,270.0,0.0,0.0,5.4,0.0,0
ac7c67,EDV4901 ,United States,-79.582,33.4172,10294.62,225.45,222.13,-3.58,10652.76,220.04999999999998,10652.76,1
ac7e18,KYE7426 ,United States,-121.5033,37.3848,10668.0,257.68,146.56,0.0,10850.88,32.23000000000002,198.11999999999898,1
ac7e1c,TAI324  ,United States,-81.2967,43.1666,6446.52,239.07,66.14,-12.03,6461.76,-18.610000000000014,-4389.119999999999,1
ac7f41,AAL669  ,United States,-111.9923,33.4354,0.0,0.51,180.0,0.0,0.0,-238.56,-6461.76,0
ac7f77,EJA904  ,United States,-76.9841,40.8186,12192.0,173.72,279.55,0.0,12230.1,173.21,12230.1,1
ac7faf,SCX342  ,United States,-88.0725,36.4072,10363.2,217.64,333.62,-0.33,10652.76,43.91999999999999,-1577.3400000000001,1
ac8009,SWA4680 ,United States,-116.7274,33.9444,4282.44,174.64,281.21,-7.15,4404.36,-43.0,-6248.400000000001,1
ac801e,EDV4936 ,United States,-85.269,33.5834,8481.06,233.59,75.2,6.83,8816.34,58.95000000000002,4411.9800000000005,1
ac80b5,N9042Q  ,United States,-112.3559,40.7244,1767.84,45.41,94.55,0.33,1828.8,-188.18,-6987.54,1
ac80bb,N9042W  ,United States,-83.4531,30.2143,3268.98,84.78,133.77,0.0,3406.14,39.370000000000005,1577.34,1
ac80c1,N90422  ,United States,-122.4072,47.7035,259.08,48.69,186.67,-0.98,281.94,-36.09,-3124.2,1
ac81cc,AAL2064 ,United States,-95.4532,38.6999,3992.88,190.05,14.9,-8.78,4091.94,141.36,3810.0,1
ac81d3,LRC640  ,United States,-110.7926,29.9957,10965.18,227.19,302.61,0.0,11338.56,37.139999999999986,7246.619999999999,1
ac8217,DAL2049 ,United States,-73.7963,40.5922,106.68,76.85,31.03,-4.55,220.98,-150.34,-11117.58,1
ac8233,ERU905  ,United States,-81.0822,29.1708,-38.1,31.82,67.17,-1.3,22.86,-45.029999999999994,-198.12,1
ac82f8,AAL2847 ,United States,-73.8801,40.7783,0.0,3.6,39.38,0.0,0.0,-28.22,-22.86,0
ac838f,WUP905  ,United States,-90.6446,38.6988,12192.0,219.04,281.65,0.0,12390.12,215.44,12390.12,1
